"date","month","year","event","championship","decision","decision_group","round","time","p1_result","p1_id","p1_name","p1_country","p1_sex","p2_result","p2_id","p2_name","p2_country","p2_sex","wtClass"
"7/2/16",7,2016,"SLF 8 - Sao Lourenco Fight 8",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4334743,"Aguiar, Fabio","BRA","M","L",3088831,"Carlos, Rodrigo","BRA","M","Heavyweight"
"6/6/15",6,2015,"IFC: Iron Fight Combat 8",FALSE,"TKO","KO/TKO","2","03:09:00","L",4334743,"Aguiar, Fabio","BRA","M","W",4333158,"Silva, Bruno","BRA","M","Middleweight"
"7/28/07",7,2007,"SS: Storm Samurai",FALSE,"KO","KO/TKO","1","00:00:00","L",2559806,"Aguiar, Lucio","BRA","M","W",2526298,"Falcao, Maiquel","BRA","M","Heavyweight"
"6/9/00",6,2000,"UFC 26: Ultimate Field of Dreams",FALSE,"TKO - Doctor's Stoppage","KO/TKO","1","04:34:00","L",2488869,"Aguiar, Marcelo","BRA","M","W",2335661,"Hughes, Matt","USA","M","Welterweight"
"5/13/98",5,1998,"Shooto: Las Grandes Viajes 3",FALSE,"TKO","KO/TKO","2","03:08:00","L",2488869,"Aguiar, Marcelo","BRA","M","W",2335699,"Trigg, Frank","USA","M","Middleweight"
"1/13/17",1,2017,"LFA 1: Peterson v. Higo",FALSE,"Decision - Split","Decision","3","05:00:00","L",4080405,"Aguila, Ulyses","USA","M","W",3119423,"Tamez, Eli","USA","M","Bantamweight"
"12/6/16",12,2016,"CP: Calvo Promotions 12",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",4355910,"Aguilar, Armando","NCA","M","W",5075335,"Silva, Erik","BRA","M","Featherweight"
"6/16/12",6,2012,"LAFL: Fight Champions Cup",FALSE,"TKO","KO/TKO","3","03:13:00","L",4355910,"Aguilar, Armando","NCA","M","W",4350869,"Zuniga, Allan","CRC","M","Lightweight"
"5/18/13",5,2013,"Flawless FC 3: California Love",FALSE,"Submission (Rear Naked Choke)","Submission","1","00:42:00","L",2431303,"Aguilar, Edwin","NCA","M","W",2335803,"Fioravanti, Luigi","USA","M","Welterweight"
"9/21/12",9,2012,"XK 17: Xtreme Kombat 17",FALSE,"TKO","KO/TKO","1","01:20:00","L",2431303,"Aguilar, Edwin","NCA","M","W",3003518,"Montano, Augusto","MEX","M","Welterweight"
"6/12/09",6,2009,"BFC: Bellator Fighting Championships 11",FALSE,"TKO","KO/TKO","3","04:31:00","L",2431303,"Aguilar, Edwin","NCA","M","W",2553996,"Hall, Uriah","JAM","M","Middleweight"
"7/22/06",7,2006,"WFA: King of the Streets",FALSE,"KO/TKO","KO/TKO","1","02:43:00","L",2431303,"Aguilar, Edwin","NCA","M","W",2335491,"Kampmann, Martin","DEN","M","Welterweight"
"11/11/05",11,2005,"Kumite 2: Kumite",FALSE,"TKO","KO/TKO","2","00:00:00","L",2431303,"Aguilar, Edwin","NCA","M","W",2504632,"Te Huna, James","NZL","M","Middleweight"
"7/9/05",7,2005,"WXF: X-Impact World Championships",FALSE,"TKO","KO/TKO","1","04:01:00","W",2431303,"Aguilar, Edwin","NCA","M","L",2335486,"Belcher, Alan","USA","M","Middleweight"
"2/4/05",2,2005,"KOTC: Australia",FALSE,"Submission (Heel Hook)","Submission","1","01:49:00","L",2431303,"Aguilar, Edwin","NCA","M","W",2516661,"Bonello, Tony","USA","M","Heavyweight"
"4/26/02",4,2002,"CLM 2: Combate Libre Mexico 2",FALSE,"Submission (Rear Naked Choke)","Submission","-","00:00:00","L",2431303,"Aguilar, Edwin","NCA","M","W",2500138,"Ebersole, Brian","USA","M","Welterweight"
"7/31/22",7,2022,"Rizin FF: Rizin Fighting Federation 37",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",2559933,"Aguilar, Jessica","USA","F","W",3027993,"Hamasaki, Ayaka","JPN","F","Catchweight"
"11/11/20",11,2020,"XFC 43",FALSE,"Decision - Split","Decision","3","05:00:00","L",2559933,"Aguilar, Jessica","USA","F","W",4037323,"Taylor, Danielle","USA","F","Strawweight"
"3/30/19",3,2019,"UFC Fight Night: Barboza vs. Gaethje",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",2559933,"Aguilar, Jessica","USA","F","W",4379258,"Rodriguez, Marina","BRA","F","Strawweight"
"11/24/18",11,2018,"UFC Fight Night: Blaydes vs. Ngannou 2",FALSE,"Submission","Submission","1","03:41:00","L",2559933,"Aguilar, Jessica","USA","F","W",4350762,"Weili, Zhang","CHN","F","Strawweight"
"7/14/18",7,2018,"UFC Fight Night: Dos Santos vs. Ivanov",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",2559933,"Aguilar, Jessica","USA","F","L",3041444,"Esquibel, Jodie","USA","F","Strawweight"
"5/13/17",5,2017,"UFC 211: Miocic vs. dos Santos 2",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",2559933,"Aguilar, Jessica","USA","F","W",3910104,"Casey, Cortney","USA","F","Flyweight"
"8/1/15",8,2015,"UFC 190: Rousey vs. Correia",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",2559933,"Aguilar, Jessica","USA","F","W",3011878,"Gadelha, Claudia","BRA","F","Strawweight"
"11/15/14",11,2014,"WSOF 15: Branch vs. Okami",TRUE,"Decision - Unanimous","Decision","5","05:00:00","W",2559933,"Aguilar, Jessica","USA","F","L",3024386,"Faria, Kalindra","BRA","F","Strawweight"
"1/18/14",1,2014,"WSOF 8: Gaethje vs. Patishnock",TRUE,"Submission (Arm Triangle)","Submission","1","02:45:00","W",2559933,"Aguilar, Jessica","USA","F","L",3085304,"Gray, Alida","USA","F","Strawweight"
"10/5/13",10,2013,"Vale Tudo Japan: VTJ 3rd",FALSE,"TKO - Doctor's Stoppage","KO/TKO","2","05:00:00","W",2559933,"Aguilar, Jessica","USA","F","L",2528576,"Fujii, Megumi","JPN","F","Strawweight"
"5/18/12",5,2012,"BFC: Bellator Fighting Championships 69",FALSE,"Unanimous Decision","Decision","3","05:00:00","W",2559933,"Aguilar, Jessica","USA","F","L",2528576,"Fujii, Megumi","JPN","F","Strawweight"
"11/19/11",11,2011,"BFC: Bellator Fighting Championships 58",FALSE,"Unanimous Decision","Decision","3","05:00:00","W",2559933,"Aguilar, Jessica","USA","F","L",3024356,"Ellis, Lisa","USA","F","Strawweight"
"6/25/11",6,2011,"BFC: Bellator Fighting Championships 46",FALSE,"Split Decision","Decision","3","05:00:00","W",2559933,"Aguilar, Jessica","USA","F","L",2559934,"Esparza, Carla","USA","F","Strawweight"
"9/30/10",9,2010,"BFC: Bellator Fighting Championships 31",FALSE,"Split Decision","Decision","3","05:00:00","L",2559933,"Aguilar, Jessica","USA","F","W",2506569,"Frausto, Zoila","USA","F","Strawweight"
"8/12/10",8,2010,"BFC: Bellator Fighting Championships 24",FALSE,"Submission (Arm Triangle)","Submission","1","04:01:00","W",2559933,"Aguilar, Jessica","USA","F","L",2989136,"Alvarez, Lynn","GUM","F","Strawweight"
"1/16/09",1,2009,"HOOKnSHOOT: GFight 2009 Grand Prix",FALSE,"Majority Decision","Decision","3","03:00:00","L",2559933,"Aguilar, Jessica","USA","F","W",3024354,"Magana, Angela","USA","F","Strawweight"
"3/22/08",3,2008,"WFC 6: Battle in the Bay",FALSE,"Submission","Submission","3","01:53:00","W",2559933,"Aguilar, Jessica","USA","F","L",3024354,"Magana, Angela","USA","F","Strawweight"
"4/7/07",4,2007,"WFC 3: Turf Wars",FALSE,"Submission (Armbar)","Submission","1","03:09:00","W",2559933,"Aguilar, Jessica","USA","F","L",3024354,"Magana, Angela","USA","F","Strawweight"
"2/18/06",2,2006,"AFC 15: Absolute Fighting Championships 15",FALSE,"Submission (Rear Naked Choke)","Submission","2","02:53:00","L",2559933,"Aguilar, Jessica","USA","F","W",3024356,"Ellis, Lisa","USA","F","Strawweight"
"2/4/23",2,2023,"UFC Fight Night: Lewis vs. Spivac",FALSE,"Submission","Submission","1","04:20:00","L",5074274,"Aguilar, Jesus","MEX","M","W",4917772,"Taira, Tatsuro","JPN","M","Flyweight"
"8/23/22",8,2022,"Dana White's Contender Series: Season 6, Week 5",FALSE,"Submission","Submission","3","01:56:00","W",5074274,"Aguilar, Jesus","MEX","M","L",4895769,"Ferreira, Erisson","BRA","M","Flyweight"
"7/23/21",7,2021,"Combate Global - Aguilar vs. Barraza",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",5074274,"Aguilar, Jesus","MEX","M","L",5076026,"Barraza, Cristian","USA","M","Bantamweight"
"5/7/21",5,2021,"Combate Global: Superfly",FALSE,"Submission (Guillotine)","Submission","2","04:56:00","W",5074274,"Aguilar, Jesus","MEX","M","L",4036096,"Alvarez, Jaime","USA","M","Flyweight"
"9/4/20",9,2020,"UWC Mexico 23: Supremacy",TRUE,"Submission (Guillotine)","Submission","5","04:41:00","W",5074274,"Aguilar, Jesus","MEX","M","L",5076027,"Chairez, Edgar","MEX","M","Flyweight"
"8/7/15",8,2015,"EXF 3 - Ensenada Xtreme Fighting 3",FALSE,"Submission (Rear Naked Choke)","Submission","1","03:57:00","L",5074274,"Aguilar, Jesus","MEX","M","W",5076048,"Valdez, Gabriel","USA","M","Flyweight"
"5/15/21",5,2021,"UFC 262: Oliveira vs. Chandler",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",2555540,"Aguilar, Kevin","USA","M","W",4684678,"Lutz, Tucker","USA","M","Lightweight"
"6/13/20",6,2020,"UFC Fight Night: Eye vs. Calvillo",FALSE,"Decision - Split","Decision","3","05:00:00","L",2555540,"Aguilar, Kevin","USA","M","W",3153125,"Rosa, Charles","USA","M","Featherweight"
"2/22/20",2,2020,"UFC Fight Night: Felder vs. Hooker",FALSE,"KO/TKO","KO/TKO","1","03:21:00","L",2555540,"Aguilar, Kevin","USA","M","W",3083644,"Tukhugov, Zubaira","RUS","M","Featherweight"
"6/22/19",6,2019,"UFC Fight Night: Moicano vs. The Korean Zombie",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",2555540,"Aguilar, Kevin","USA","M","W",4074001,"Ige, Dan","USA","M","Featherweight"
"3/30/19",3,2019,"UFC Fight Night: Barboza vs. Gaethje",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",2555540,"Aguilar, Kevin","USA","M","L",3901014,"Barzola, Enrique","PER","M","Featherweight"
"11/30/18",11,2018,"The Ultimate Fighter 28 Finale",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",2555540,"Aguilar, Kevin","USA","M","L",3030256,"Glenn, Ricky","USA","M","Featherweight"
"7/10/18",7,2018,"DWTNCS Season 2, Week 4",FALSE,"Decision - Split","Decision","3","05:00:00","W",2555540,"Aguilar, Kevin","USA","M","L",4357555,"Gomez, Joey","USA","M","Lightweight"
"5/25/18",5,2018,"LFA 40: Aguilar vs. Le",TRUE,"KO/TKO","KO/TKO","1","02:44:00","W",2555540,"Aguilar, Kevin","USA","M","L",3895524,"Le, Thanh","USA","M","Featherweight"
"8/4/17",8,2017,"LFA 18: Aguilar vs. Rader",TRUE,"Decision - Unanimous","Decision","5","05:00:00","W",2555540,"Aguilar, Kevin","USA","M","L",3571527,"Rader, Justin","USA","M","Featherweight"
"2/17/17",2,2017,"LFA 4: Aguilar vs. Jackson",TRUE,"KO (Punch)","KO/TKO","3","04:05:00","W",2555540,"Aguilar, Kevin","USA","M","L",3099187,"Jackson, Damon","USA","M","Featherweight"
"7/1/16",7,2016,"LFC 57: Legacy Fighting Championship 57",TRUE,"Decision - Split","Decision","5","05:00:00","W",2555540,"Aguilar, Kevin","USA","M","L",3112000,"Kelley, Tony","USA","M","Featherweight"
"12/4/15",12,2015,"LFC 49: Legacy Fighting Championship 49",FALSE,"TKO (Punches)","KO/TKO","2","02:04:00","W",2555540,"Aguilar, Kevin","USA","M","L",3944334,"Bosnick, David","USA","M","Lightweight"
"12/6/13",12,2013,"LFC 26: Legacy Fighting Championship 26",TRUE,"TKO (Punches)","KO/TKO","1","02:57:00","L",2555540,"Aguilar, Kevin","USA","M","W",2354086,"Garcia, Leonard","USA","M","Featherweight"
"2/1/13",2,2013,"LFC 17: Legacy Fighting Championship 17",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",2555540,"Aguilar, Kevin","USA","M","L",2470336,"Gonzalez, Nick","USA","M","Featherweight"
"5/19/12",5,2012,"Ascend Combat: Mayhem 2",FALSE,"TKO (Punches)","KO/TKO","3","04:26:00","W",2555540,"Aguilar, Kevin","USA","M","L",3077997,"Miller, Calvin","USA","M","Lightweight"
"3/24/12",3,2012,"Ascend Combat: Nothing Personal",FALSE,"TKO (Punches)","KO/TKO","2","03:45:00","W",2555540,"Aguilar, Kevin","USA","M","L",3032282,"Trujillo, Rey","USA","M","Featherweight"
"3/12/11",3,2011,"BFC: Bellator Fighting Championships 36",FALSE,"TKO (Punches)","KO/TKO","1","03:02:00","W",2555540,"Aguilar, Kevin","USA","M","L",2555541,"Hunt, Matt","NZL","M","Catchweight"
"6/15/18",6,2018,"WXC 72: Inferno",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",4687599,"Aguilar, Mario","USA","M","W",4686739,"Anglin, Collin","USA","M","Featherweight"
"5/21/11",5,2011,"RITC 152: Rage in the Cage 152",FALSE,"TKO","KO/TKO","1","01:42:00","L",2557514,"Aguilar, Rudy","USA","M","W",2592872,"Starks, Clifford","USA","M","Middleweight"
"10/18/19",10,2019,"UAE Warriors 8",FALSE,"TKO (Strikes)","KO/TKO","1","01:36:00","L",4697571,"Aguilera, Aidan","AUS","M","W",3088204,"Omer, Alan","KGZ","M","Lightweight"
"5/8/21",5,2021,"UFC Fight Night: Rodriguez vs. Waterson",FALSE,"Submission","Submission","1","02:52:00","L",3953379,"Aguilera, Christian","USA","M","W",3901011,"Harris, Carlston","GUY","M","Welterweight"
"8/29/20",8,2020,"UFC Fight Night: Smith vs. Rakic",FALSE,"Submission","Submission","2","01:47:00","L",3953379,"Aguilera, Christian","USA","M","W",4295192,"Brady, Sean","USA","M","Welterweight"
"6/13/20",6,2020,"UFC Fight Night: Eye vs. Calvillo",FALSE,"KO/TKO","KO/TKO","1","00:59:00","W",3953379,"Aguilera, Christian","USA","M","L",4058830,"Ivy, Anthony","USA","M","Welterweight"
"2/1/19",2,2019,"LFA 59: Michaud vs. Aguilera",FALSE,"KO/TKO","KO/TKO","1","04:14:00","L",3953379,"Aguilera, Christian","USA","M","W",3102615,"Michaud, David","USA","M","Welterweight"
"6/29/18",6,2018,"LFA 44: Frincu vs. Aguilera",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3953379,"Aguilera, Christian","USA","M","W",3926254,"Frincu, Matthew","AUS","M","Welterweight"
"3/23/18",3,2018,"LFA 36: Simon vs. Zani",FALSE,"KO","KO/TKO","2","01:47:00","W",3953379,"Aguilera, Christian","USA","M","L",4344674,"Seixas, Ricardo","BRA","M","Welterweight"
"1/12/18",1,2018,"LFA 30: Millender vs. Barnes",FALSE,"KO","KO/TKO","1","00:27:00","W",3953379,"Aguilera, Christian","USA","M","L",4217811,"Mendonca, Maycon","BRA","M","Welterweight"
"8/19/17",8,2017,"CXF 9: Cali Kings: The Semis",FALSE,"KO/TKO","KO/TKO","1","00:40:00","W",3953379,"Aguilera, Christian","USA","M","L",4344676,"Jones, Joshua","USA","M","Welterweight"
"3/25/17",3,2017,"CFFC 64: Cage Fury Fighting Championships 64",FALSE,"TKO (Punches)","KO/TKO","1","01:51:00","L",3953379,"Aguilera, Christian","USA","M","W",3122837,"Sayles, Matt","USA","M","Welterweight"
"12/18/16",12,2016,"KOTC: Warranted Aggression",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3953379,"Aguilera, Christian","USA","M","L",3163772,"Padilla, Chris","USA","M","Welterweight"
"10/2/15",10,2015,"BAMMA USA: Badbeat 17",FALSE,"TKO","KO/TKO","1","03:08:00","L",3953379,"Aguilera, Christian","USA","M","W",3099140,"Smith Jr., Darren","USA","M","Welterweight"
"9/11/15",9,2015,"Shamrock FC: Fuel",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",2975299,"Aguirre, Daniel","USA","M","W",4789028,"Howard, Jordan","USA","M","Featherweight"
"2/10/12",2,2012,"LFC 51: Little Giants",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",2975299,"Aguirre, Daniel","USA","M","W",2523679,"Camus, Chico","USA","M","Featherweight"
"10/15/11",10,2011,"CCC: Chicago Cagefighting Championship 4",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",2975299,"Aguirre, Daniel","USA","M","W",3029800,"Beebe, Carson","USA","M","Featherweight"
"12/2/07",12,2007,"KOTC: Final Chapter",FALSE,"Draw","Unkown/Other","2","05:00:00","D",2555200,"Aguirre, David","USA","M","D",2553994,"Duran, Reuben","USA","M","Bantamweight"
"1/14/23",1,2023,"UFC Fight Night: Strickland vs. Imavov",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",5123586,"Aguirre, Nick","USA","M","W",4815973,"Argueta, Dan","USA","M","Featherweight"
"12/17/22",12,2022,"CC: Colosseum Combat 61",FALSE,"Submission (Rear Naked Choke)","Submission","2","02:34:00","W",5123586,"Aguirre, Nick","USA","M","L",4200446,"Clawson, Brandon","CAN","M","Featherweight"
"8/12/22",8,2022,"APFC: Anthony Pettis FC 2",FALSE,"Submission (Guillotine)","Submission","1","01:25:00","W",5123586,"Aguirre, Nick","USA","M","L",5123599,"Dehaven, Tyler","USA","M","Featherweight"
"6/4/22",6,2022,"Elite Fight Night: Steel City Showdown 3",FALSE,"KO/TKO","KO/TKO","1","01:09:00","W",5123586,"Aguirre, Nick","USA","M","L",5123598,"Deleon, Thomas","USA","M","Lightweight"
"4/15/22",4,2022,"Art of Scrap 4: Brooks vs. Bastos",FALSE,"Submission (Triangle Choke)","Submission","1","02:32:00","W",5123586,"Aguirre, Nick","USA","M","L",5123597,"Richard, Zac","CAN","M","Featherweight"
"10/15/21",10,2021,"CC: Colosseum Combat 55",FALSE,"KO/TKO","KO/TKO","1","01:23:00","W",5123586,"Aguirre, Nick","USA","M","L",5123596,"Davis-Henry, Dru","USA","M","Featherweight"
"7/17/21",7,2021,"CC: Colosseum Combat 54",FALSE,"Submission (Rear Naked Choke)","Submission","1","01:54:00","W",5123586,"Aguirre, Nick","USA","M","L",5123595,"Johnson, Shawn","USA","M","Featherweight"
"4/10/21",4,2021,"CC: Colosseum Combat 53",FALSE,"KO/TKO","KO/TKO","1","02:30:00","W",5123586,"Aguirre, Nick","USA","M","L",4873394,"Schieve, Cody","ITA","M","Featherweight"
"2/12/22",2,2022,"Samurai Fight House 3: Prado vs. Basualdo",FALSE,"KO/TKO","KO/TKO","1","03:51:00","L",5075404,"Aguirre, Romina","ARG","M","W",5075333,"Perez, Ailin","ARG","F","Featherweight"
"4/7/18",4,2018,"ACB 84: Agujev vs. Burrell",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3060892,"Agujev, Arbi","AUT","M","L",2515909,"Burrell, Nah-Shon","USA","M","Welterweight"
"11/18/17",11,2017,"ACB 74: Agujev vs Townsend",FALSE,"Decision - Majority","Decision","3","05:00:00","W",3060892,"Agujev, Arbi","AUT","M","L",3102260,"Townsend, Adam","USA","M","Welterweight"
"1/21/17",1,2017,"ACB 52: Another Level of MMA Fighting",FALSE,"No Contest","Unkown/Other","2","04:42:00","D",3060892,"Agujev, Arbi","AUT","M","D",2511445,"Kincl, Patrik","CZE","M","Welterweight"
"5/20/16",5,2016,"ACB 38: Breakthrough",FALSE,"TKO","KO/TKO","4","04:19:00","L",3060892,"Agujev, Arbi","AUT","M","W",3094512,"Tokov, Anatoly","RUS","M","Middleweight"
"1/24/10",1,2010,"VFN: Fabulous Las Vegas",FALSE,"Submission (Armbar)","Submission","2","01:40:00","L",3060892,"Agujev, Arbi","AUT","M","W",2585978,"Cabral, Yan","BRA","M","Welterweight"
"12/31/20",12,2020,"Rizin FF: Rizin Fighting Federation 26",FALSE,"Submission (D'Arce Choke)","Submission","1","04:22:00","L",3083868,"Aguon, Kyle","AUT","M","W",3091344,"Koike Erbst, Kleber","BRA","M","Featherweight"
"12/10/17",12,2017,"Pancrase: 292",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3083868,"Aguon, Kyle","AUT","M","W",4230651,"Matsushima, Koyomi","JPN","M","Featherweight"
"11/18/16",11,2016,"PXC 55: Aguon vs. Jones",FALSE,"Decision - Split","Decision","5","05:00:00","L",3083868,"Aguon, Kyle","AUT","M","W",4012408,"Jones, Trevin","GUM","M","Featherweight"
"1/16/16",1,2016,"PXC: Pacific Xtreme Combat 51",TRUE,"Decision - Unanimous","Decision","5","05:00:00","L",3083868,"Aguon, Kyle","AUT","M","W",4071380,"Ho Kwak, Kwan","KOR","M","Featherweight"
"6/13/15",6,2015,"PXC: Pacific Xtreme Combat 48",FALSE,"Decision - Split","Decision","3","05:00:00","W",3083868,"Aguon, Kyle","AUT","M","L",3892475,"Dy, Rolando","PHI","M","Featherweight"
"8/24/14",8,2014,"PXC: Pacific Xtreme Combat 45",FALSE,"Decision - Split","Decision","5","05:00:00","W",3083868,"Aguon, Kyle","AUT","M","L",3892475,"Dy, Rolando","PHI","M","Featherweight"
"10/25/13",10,2013,"PXC: Pacific Xtreme Combat 40",TRUE,"Decision - Unanimous","Decision","5","05:00:00","L",3083868,"Aguon, Kyle","AUT","M","W",3084129,"Tanaka, Michinori","JPN","M","Featherweight"
"8/9/13",8,2013,"PXC: Pacific Xtreme Combat 38",FALSE,"Decision - Split","Decision","3","05:00:00","W",3083868,"Aguon, Kyle","AUT","M","L",3027511,"Doane, Russell","USA","M","Featherweight"
"3/8/13",3,2013,"PXC: Pacific Xtreme Combat 36",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3083868,"Aguon, Kyle","AUT","M","L",4012408,"Jones, Trevin","GUM","M","Featherweight"
"4/29/11",4,2011,"PXC: Pacific Xtreme Combat 23",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3083868,"Aguon, Kyle","AUT","M","W",4012408,"Jones, Trevin","GUM","M","Featherweight"
"7/24/10",7,2010,"PXC: Pacific Xtreme Combat 20",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3083868,"Aguon, Kyle","AUT","M","L",3097614,"Alvarez, Josh","GUM","M","Featherweight"
"7/25/08",7,2008,"PXC 15: Dead Game",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3083868,"Aguon, Kyle","AUT","M","L",3082809,"Delos Reyes, Jon","GUM","M","Featherweight"
"11/12/22",11,2022,"CW 146: Cage Warriors 146",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4895357,"Ahady, Milad","ENG","M","L",4373258,"Mearns, Tom","ENG","M","Featherweight"
"4/1/22",4,2022,"CW 135: Cage Warriors 135",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4895357,"Ahady, Milad","ENG","M","L",5101951,"Sheldon, Antonio","ENG","M","Featherweight"
"11/22/20",11,2020,"CG 28: Lockdown Throwdown",FALSE,"Decision - Unanimous","Decision","3","03:00:00","W",4895357,"Ahady, Milad","ENG","M","L",4894847,"Harvie, Keir","USA","M","Featherweight"
"2/9/19",2,2019,"Bellator Europe: Pitbull vs. Scope",FALSE,"TKO (Strikes)","KO/TKO","1","03:30:00","L",4895357,"Ahady, Milad","ENG","M","W",5101948,"Calboutin, Joe","ENG","M","Lightweight"
"11/25/17",11,2017,"M4TC26: Fight Night",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4895357,"Ahady, Milad","ENG","M","L",5101944,"Gilbert, Bailey","ENG","M","Featherweight"
"2/25/17",2,2017,"M4TC 23: Carnage",FALSE,"Submission (Rear Naked Choke)","Submission","1","03:55:00","W",4895357,"Ahady, Milad","ENG","M","L",5101943,"McGee, Gavin","ENG","M","Lightweight"
"5/20/06",5,2006,"The Cage Vol. 6: Balls to the Wall",FALSE,"Submission (Guillotine)","Submission","1","00:35:00","L",2969988,"Ahlberg, Martin","SWE","M","W",2615260,"Kuivanen, Anton","FIN","M","Lightweight"
"2/26/05",2,2005,"MD 19: Mass Destruction 19",FALSE,"Submission (Rear Naked Choke)","Submission","3","03:47:00","L",2500858,"Ahlert, Joe","SWE","M","W",2335676,"Lauzon, Joe","USA","M","Lightweight"
